-5.257311121191335923e-01,8.506508083520399888e-01,0.000000000000000000e+00
5.257311121191335923e-01,8.506508083520399888e-01,0.000000000000000000e+00
-5.257311121191335923e-01,-8.506508083520399888e-01,0.000000000000000000e+00
5.257311121191335923e-01,-8.506508083520399888e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.257311121191335923e-01,8.506508083520399888e-01
0.000000000000000000e+00,5.257311121191335923e-01,8.506508083520399888e-01
0.000000000000000000e+00,-5.257311121191335923e-01,-8.506508083520399888e-01
0.000000000000000000e+00,5.257311121191335923e-01,-8.506508083520399888e-01
8.506508083520399888e-01,0.000000000000000000e+00,-5.257311121191335923e-01
8.506508083520399888e-01,0.000000000000000000e+00,5.257311121191335923e-01
-8.506508083520399888e-01,0.000000000000000000e+00,-5.257311121191335923e-01
-8.506508083520399888e-01,0.000000000000000000e+00,5.257311121191335923e-01
